Author,Rating,Title,Content,Version,Date
Hariant,1,Gak Guna,Daftar sampai biomatrik wajah nunggu puluhan menit gak kelar kelar. Lol,4.13.1,2025-08-13T21:52:50-07:00
Bimasena Peoject,1,Proses Lama,"Udah bayar tapi blm ada perubahan status. Kalah cepet ama qris, terlalu bertele tele",4.13.2,2025-09-06T20:19:06-07:00
harexjoy,5,Great app,Great app,4.11.2,2025-07-16T02:41:59-07:00
Tan Guan,1,"Aplikasi amatir, hasil korupsi?","Apakah begini bentuknya aplikasi wajib seluruh rakyat indonesia? Verifikasi wajah di iphone saja tidak bisa nyalakan permission di iphone. Setiap update besar, kita disuruh verifikasi ulang. Verifikasi sering error, SMS tidak masuk dan permission kamera tidak sync dengan iOS. Tim developer ada QA? Atau dananya dikorupsi komisaris BPJS seperti biasa?

PS: rating bintang 4.8 tapi reviewnya sedikit dan bintang satu semua? Silakan dipikir secara kritis itu bintang hasil pembelian atau organik.",4.13.2,2025-08-22T23:22:11-07:00
bagas87637,1,KORUP!!!,aplikasi bobrok daftar face nya gabisa BNGST,4.13.1,2025-08-08T18:00:58-07:00
Pemerintah aneh,1,Aplikasi gak jelas,"Setiap pemerintah buat aplikasi pasti gak pernah beres😀orang mau berobat pun di persulitttt, rakyat indo bakal masuk surga lewat jalur pemerintah zolim",4.13.1,2025-08-19T05:10:39-07:00
Martonocell,5,Pindah Faskes,Mudah dan cepat,4.13.2,2025-08-29T18:04:37-07:00
jskaksnow,1,Jelek,"Dikirain ada app kayak gini mempermudah ternyata makin susah, mau berobat aja susah banget daftar layanan gak bisa terus",4.11.2,2025-07-27T16:33:47-07:00
Krzsn,1,Gk kepake,"Verifikasi wajah gk berhasil, kirim otp gk masuk. Gk banget.",4.11.2,2025-07-11T17:31:12-07:00
nensquy,1,keluhan,"aplikasinya cacat masa gabisa verifikasi data terus aneh, aplikasi pemerintah bisanya nyusahin. yang bener dong bikin aplikasi, kalah sama apk pinjol",4.13.1,2025-08-02T08:17:31-07:00
jin cheongwoo,1,tidak bisa log in,"ini aplikasi kenapa sih? saya sudah dua hari tidak bisa log in. disuruh update, tapi pas log in tidak bisa terus. jangan salahin sinyal, sinyal saya bagus. ngeselin banget deh. perbaiki dong aplikasi kalian.",4.13.2,2025-09-06T00:16:14-07:00
ldio2312,1,Problem Ganti Faskes,"ganti faskes ga bisa, malah stuck di face recognation. TOLONG PERBAIKI",4.13.2,2025-09-01T06:40:48-07:00
KingH18,1,Developer Tolol,aplikasi stuck di rekam wajah,4.13.1,2025-08-07T04:48:59-07:00
noethamrin,1,Ribet,"Mau ganti faskes 1 minta verif, minta akses kamera, tapi ga ada opsi buat ngasi akses kamera. Terus aku kudu piye?",4.13.1,2025-08-08T18:38:57-07:00
Deaameliaa96,1,Suck apps,As usual aplikasi gov yg sangat jelek bikin validasi gk jelas bgt tiba2 keblokir gk bisa login karna dipakai login lebih dri 3 akun. Padahal mereka sendiri bikin loginan harus 1 nik 1 walaupun bisa login pake kepala keluarga tp beberapa fitur hanya bisa diakses kalau log in pakai nik langsung. Bukannya dikasih validasi pas log in ke 4 gak bisa malah login ke 4 dilolosin pas mau log in lagi device malah langsung diblokir berasa dijebak instan namanya sih ini biar gk bisa pake layanan mereka walaupun udh bayar susah sih instansi yg korupsinya dimana2,4.13.2,2025-09-08T16:37:31-07:00
tio---,2,pendaftaran,sistem kamera tidak bisa,4.13.1,2025-08-13T22:11:20-07:00
vèrmí,1,MINTA IZIN BUKA KAMERA,tapi ga ada opsi di setting untuk mengizinkan kamera untuk aplikasi jkn. yg bikin koding tolol,4.11.2,2025-07-29T05:14:18-07:00
khumala asvia,1,"Sebenarnya ini aplikasi bagus, semua detail.","Tapi sering log out sendiri. Dan kalau mau log in susah. NIK belum terdaftar lah, atau ga sesuai. Padahal udah di cek betul betul dan ga ada yang salah. Ribet tau. Coba di perbaiki, kenapa bisa log out sendiri tiap bulan harus log in, yang terlalu ribet prosesnya",4.11.2,2025-07-27T23:14:13-07:00
beeeerii,1,masalah pendaftaran,gw daftar waktu verifikasi wajah kok bermasalah terus sih anj***g,4.13.1,2025-08-07T19:39:25-07:00
callyyyy1,2,.,"CARA GANTI NOMOR HPNYA RIBET KALI COK
btw, yg tidak dapat sms OTP itu harus ada pulsa minimal 2000 yagesya",4.11.2,2025-07-15T04:50:37-07:00
biciiit,1,APPLIKASI GA JELAS,"Gunanya ada applikasi itu untuk mempermudah, lah ini verifikasi wajah aja ga bisa sama aja boong harus ttp ke kantor bpjs. Tolong dong dibenahi sudah banyak keluhan",4.13.2,2025-08-24T07:26:45-07:00
Diananer,1,Gagal Verfifikasi Wajah,Coba log in katanya belum terdaftar yaudah coba daftar. Pas daftar disuruh verifikasi wajah tapi gak bisa bisa. Jujur ini aplikasinya bener bener gak guna. Daripada uang yang dipake buat bangun aplikasi ini jadi sia-sia mending ganti vendor atau gak usah ada aplikasi ini sekalian.,4.13.1,2025-08-09T19:57:17-07:00
Jwjsneismheownsndiwlsnhe,5,Mantap,"Aplikasinya bagus, gampang digunakan untuk verifikasi",4.11.2,2025-07-30T21:21:51-07:00
G****h,1,Aplikasi gblk,"Udh digaji pake pajak ya aplikasi diperhatiin dong lolot amat??? Masa mau verifikasi wajah aja gabisa, cuma stuck di frame merah pdhl cahaya bagus wajah jelas. Gembel",4.13.1,2025-08-08T11:38:00-07:00
saraaa0793,1,Cape bgt mau verifikasi wajah ga bisa,Mau ganti faskes kehalang verifikasi wajah dah bolak balik instal uninstall tetep ga bs. Liat review emg kacrut ini apps ternyata,4.13.1,2025-08-04T03:46:32-07:00
The W Production,1,TOLONG DISEMPURNAKAN,"Saya sudah berulang kali mencoba untuk daftar, sedangkan proses scan biometrik seperti tidak ada pergerakan setelah kamera terbuka. Ini ga cuma di device saya, saya coba beberapa device juga sama. Harusnya apl perusahaan sebesar ini, tidak seburuk apl ini. Tapi wajar kita masih hidup dj konoha, hal ini diwajarkan oleh petinggi negeri ini!",4.13.1,2025-08-20T18:30:24-07:00
ananpdl,2,Notifikasi- Pop up Tagihan & Status,"Tolong di maintenance & diperbaiki lagi, setiap sudah bayar tagihan tapi tampilan selalu muncul nonaktif & muncul notifikasi bayar tagihan. sampai di bulan"" berikutnya.",4.13.2,2025-09-09T20:49:04-07:00
leysssssssss,1,niat mempermudah tpi jadi mempersulit,"kode otp muncul harus isi pulsa, itupun kadang mau kdg tdk. setiap login cek antrean harus verifikasi wajah, tp mirror posisi bener tp gada hasilnya ttp gabisa login.",4.13.1,2025-08-19T08:02:21-07:00
capsswe,1,Aplikasi Lengeh,"E naskleng ci ne ngae aplikasi, aplikasi tain cicing naskleng nasplet sing dadi anggo",4.13.1,2025-08-02T01:05:25-07:00
cacacaccio,1,"Aplikasi aneh, baru mau mulai aja udah gabisa. lol","Aplikasi aneh, baru mau mulai aja udah gabisa. lol",4.13.1,2025-08-16T00:24:25-07:00
Faye Lune 27,1,Frista nya ga bener,"Plis dari bulan kemaren mau ganti faskes 1 gabisa, padahal dulu tinggal ganti aja terus done. Boleh ga si diapus aja frista nya kalo sistemnya masih buruk? Kan jadi merugikan.",4.13.1,2025-08-04T20:48:02-07:00
ireneyuliana6,2,Ganti faskes,"Mau ganti faskes melalui app dan hrs vermuk tp permintaan akses app ke kamera tdk ada, bagaimana ini",4.11.2,2025-07-09T23:01:59-07:00
syalwaw,1,UPDATE!!!!!!,"gmna sih ini mau daftar akun aja gabisa verifikasi wajah, udah ikutin ketentuannya gaada kelanjutan terus standby dikamera doang, gajelas, tolong diupdate dong",4.13.1,2025-08-05T06:34:03-07:00
greyjoydarker,1,Developernya BODOHHHH,"Mau verif pindah faskes pake harus foto wajah, kalo fitur belom siap jgn di deployyy tolll polotolll blokkk",4.13.1,2025-08-12T19:19:49-07:00
cutyye,1,Otp tidak dikirim,Pulsa ada no aktif tpi otp ga dikirim kirim aneh bgt tujuan diciptakan aplikasi kan untuk mempermudah ini malah makin mempersulit padahl semuanya sudah aman tpi susah bgt tinggal kirim kode otp doang,4.11.2,2025-07-13T18:43:34-07:00
myearhurt,1,"Please fix the waiting ringtone of your 165, make my ear temporarily deaf","I call 165 for the very first time to change my FKTP, just to met with a huge loud ringing sound from your app that hurt my ear. Even though your robot & CS’ sound were normal, can you make your phone ringing also normal and not in super loud please? Now I need to go to nearest Puskesmas to heal my hearing.",4.13.2,2025-08-25T00:46:42-07:00
xxyagan,1,Aplikasi Tidak Bisa Diakses,"Aplikasi sangat tidak jelas!!
aplikasi malah mempersulit bukan mempermudah. proses pendaftaran stuck pada saat pengambilan gambar tidak ada kemajuan!!!",4.13.1,2025-08-12T02:37:21-07:00
akbar101010,4,Kamera,Kenapa dipengaturan aplikasi gak ada pengaktifan kamera ya,4.11.2,2025-07-13T18:25:49-07:00
oaysgwfzt,1,jelek,MASA GA BISA VERIF WAJAH??? PADAHAL LOH UDAH DI DALEM KOTAK TAPI LAMA BGT GA KESCAN,4.13.1,2025-08-02T00:42:48-07:00
wawayadori,1,otp ga bisa,"ga bisa otp padahal udah isi pulsa, app ga jelas",4.11.2,2025-07-24T19:01:51-07:00
Elv1183,1,Bayar trus tiap bulan pelayanan di kota jambi buruk,Bayar trus tiap bulan pelayanan di kota jambi buruk,4.11.2,2025-07-11T23:04:07-07:00
Umi selly,5,Mobile JKN,Mantappp,4.11.2,2025-07-29T00:32:59-07:00
Pitriajaa,1,Sulit mengambil nomor antrean online di apk ini,"Masa setiap ambil nomor online pake mobile JKN selalu ga bisa sih!!, katanya apk ini untuk mempermudah mengambil nomor antrean puskesmas. Tapi apa ini, gak sekali dua kali ya setiap saya mau ambil nomor antrian puskesmas selalu gak bisa!!
Sangat kecewa sih saya, seharunya bisa memper mudah tetapi ini sama saja.!",4.11.2,2025-07-20T11:24:59-07:00
Auuaaah,1,Paijo,"Pemerintah bikin aplikasi 😏 
gak usah berharap banyak, 
Aplikasi 👎🏻",4.11.2,2025-07-11T05:01:33-07:00
3YEJ1X4K,1,gagal verifikasi wajah,"selalu gagal pas verifikasi wajah, kotaknya merah terus, knp ya?",4.13.1,2025-08-21T05:56:12-07:00
Broklener,1,Ga jelas,"Mau ubah faskes aja susahnya cok tinggal verifikasi wajah ga bisa bisa lanjut ke tahap selanjutnya, udah telpon operator tb tb dimatiin telfonnya. Anjing kerja yang bener tolol!",4.13.1,2025-08-08T01:27:43-07:00
huuuhiiiii,5,Ok,Terimakasih,4.13.2,2025-09-08T21:42:56-07:00
Wiekaa,1,Tidak bisa verifikasi,"Selalu gagal ditahap verifikasi wajah, padahal posisi sudah di dalam kotak yang ditentukan",4.13.1,2025-08-18T04:52:33-07:00
tsinjal,1,Bug,Face recognition didn’t work when you’re going to register,4.13.1,2025-08-18T19:02:08-07:00
Elv1183,1,Bayar trus tiap bulan pelayanan di kota jambi buruk,Bayar trus tiap bulan pelayanan di kota jambi buruk,4.11.2,2025-07-11T23:04:07-07:00
Andian ADP,1,Aplikasi gagal,"Tidak bisa registrasi, saat permintaan menempatkan wajah di dalam kotak setelah itu tidak ada respon apapun dari aplikasi.",4.13.1,2025-08-21T01:00:40-07:00
alfis0804,1,aplikasi jelek,aplikasi jelek mau daftar online ke poli gigi dan mulut ga bisa,4.13.1,2025-08-14T19:11:04-07:00
abcdkaihak,1,",","gak bisa verifikasi wajah!! alhasil saya gabisa daftar,pdhl penting banget,,skrng ijin sakit diperusahaan hrus sudah dftr aplikasi ini,kalau belum ga bisa verifikasi skd dan gaji terpotong",4.13.1,2025-08-06T15:29:10-07:00
Eka yufriani,3,Ubah faskes,Kenapa tidak bisa ubah faskes,4.13.2,2025-08-21T19:16:17-07:00
Soknotorobotono,1,Protes dengan tidak benar nya aplikasi,"Ini yang buat aplikasi bisa buat aplikasi atau tidak , verifikasi wajah aja kagak bisa terus aplikasi tolol",4.13.1,2025-08-19T20:25:44-07:00
Muhammad Maula Abdi,5,Bug pada kamera Verifikasi saat mau mendaftar.,"Tolong hilangkan Bug saat mendaftar, yang ada pada verifikasi wajah. Wajah sudah sesuai dengan kotak yang di sediakan, Namun tidak ada proses yang di lakukan oleh sistem. Tolong di perbaiki.
TERIMAKASIH",4.13.1,2025-08-06T22:54:16-07:00
langitmerahjambu,1,URGENT,Tolong perbaiki bug face recognition di bagian pendaftaran,4.13.1,2025-08-16T21:59:16-07:00
hh7gg,1,yyy,lama kali donlodnya,4.11.2,2025-07-24T09:44:39-07:00
Oyen tampan,1,Error,"Jkn tak bisa digunakan, GAGAL TERHUBUNG KE SERVER RS, udh beberapa bulan ini ga bsa daftar online ke poli, tolong segera di perbaiki",4.11.2,2025-07-14T04:30:00-07:00
Ahmad adul,1,Seken muka gak bisa,Buat apa ada seken muka kalo gak bisa berapa kali ulang ulang,4.13.1,2025-08-15T04:44:04-07:00
Aidachani,4,Scan wajah,"Susah pakai scan wajah, saya mau mindahin faskes orang tua saya . Karena orang tua saya tidak bersama saya jadi susah",4.11.2,2025-07-15T02:07:05-07:00
Irfanryadi,1,Face recognition,Fix it!!!!,4.13.1,2025-08-02T09:14:12-07:00
Olla sitanggang,1,Kode otp ga masuk,Ini gimana sih request kode otp ngga masuk2 bener2 ngeselin orang udah mau meninggoy,4.13.2,2025-09-02T18:14:11-07:00
babyyulk,2,Customer Service need to be fixed,CS call in apps need to be fixed. I want to use it but can’t be use. only display blank space,4.13.2,2025-09-08T20:37:36-07:00
Mr Davidkp,1,Aplikasi ga jelas,"Tidak bisa daftar, selalu nyangkut di verifikasi wajah, gak jelas gimana cara kerjanya aplikasi ini",4.13.1,2025-07-31T21:24:04-07:00
Eka Widia,1,Lambat!,mau daftar aja lambatnya minta ampuuun deh!,4.11.2,2025-07-10T01:18:45-07:00
qeettuiioo,1,Aplikasi Terburuk,"ini aneh, rujukan masih aktif mau daftar ke dokter tapi harus ke bagian pendaftaran rumah sakit, dan harus udah bawa hp yg ada applikasinya. gini deh kalian tu ngerti digital gak? kalo emang mau digital ya udah dari pendaftaran semua digital jangan pendaftaran offline ke rumah sakit tapi bawa applikasi. ini yg design applikasinya lulusan mana si? stupid.",4.13.2,2025-09-09T22:23:48-07:00
Shemaru,1,Verifikasi ga respon,"Verifikasi wajah gabisa bisa, ga gagal ga berhasil jg diem aj bgitu ga ada respon, udh pake hp lain sama ga bisa juga, ga jelas aplikasi pemerintah kerjanya",4.13.1,2025-08-03T19:17:59-07:00
pauaji,1,Aplikasi jelek,"Mau face scan saja tidak bisa, saya mau daftar menggunakan nomor handpone malah katanya sudah ada yang mendaftarkan nomor saya.. ini gimana sih JKN, data no HP saya siapa yang menggunakan? Gw yakin mereka jg ga tau wkwkwk",4.11.2,2025-07-15T03:56:25-07:00
Irawatu,5,👍🏻👍🏻👍🏻👍🏻👍🏻,👍🏻👍🏻👍🏻👍🏻👍🏻,4.11.2,2025-07-27T19:25:34-07:00
Karin SB,1,Alamat,"Alamat di kartu BPJS terlalu lama untuk update ke alamat terbaru, peserta hanya bisa mengupdate manual untuk alamat surata saja",4.11.2,2025-07-30T00:42:59-07:00
bolololollooo,1,a,aplikasi eror cacat ni aplikasi nya prodak pemerintah ga ada yg beres,4.13.1,2025-08-12T22:13:14-07:00
Korbanham,1,face verification,aaahhh aplikasi tolol. verifikasi wajah sampe 5 jam ga bsa.,4.13.1,2025-08-17T20:46:53-07:00
Deaameliaa96,1,Suck apps,As usual aplikasi gov yg sangat jelek bikin validasi gk jelas bgt tiba2 keblokir gk bisa login karna dipakai login lebih dri 3 akun. Padahal mereka sendiri bikin loginan harus 1 nik 1 walaupun bisa login pake kepala keluarga tp beberapa fitur hanya bisa diakses kalau log in pakai nik langsung. Bukannya dikasih validasi pas log in ke 4 gak bisa malah login ke 4 dilolosin pas mau log in lagi device malah langsung diblokir berasa dijebak instan namanya sih ini biar gk bisa pake layanan mereka walaupun udh bayar susah sih instansi yg korupsinya dimana2,4.13.2,2025-09-08T16:37:31-07:00
dsyml,1,tidak bisa verifikasi,"gagal mulu verifikasi udah coba di hp yang berbeda tetep aja sama gabisa, offline tulisannya padahal kuota saya masi ada dan sinyal bagus.",4.11.2,2025-07-10T20:56:11-07:00
M radho f,5,pemindahan,mudah tidak di persulit bagus mantap,4.11.2,2025-07-24T06:33:59-07:00
Andian ADP,1,Aplikasi gagal,"Tidak bisa registrasi, saat permintaan menempatkan wajah di dalam kotak setelah itu tidak ada respon apapun dari aplikasi.",4.13.1,2025-08-21T01:00:40-07:00
SayurSop,1,Kelakuan pemerintah pantek,"Pemerintah jangan sok soan bikin aplikasi lagi lah, udah pake duit rakyat, anggaran ngga masuk akal, hasil kaya gini
Kalo ada aplikasi buatan pemerintah ngga pernah ada yg bener",4.11.2,2025-07-31T10:36:28-07:00
Pangestu1-/:!!@@,1,Aplikasi gak sip,Apk gak jelas bikin ruet,4.11.2,2025-07-19T21:48:16-07:00
Okeyyan,1,Gabisa daftar,Mau daftar tapi pas verifikasi wajah malah ga bisa udah nyoba beberapa kali masih gabisa,4.13.1,2025-08-05T18:34:59-07:00
Randarini,1,Apps TOLOL,"Lgsg unistall aja. Apps ga guna, minta verifikasi wajah tp fitur verifikasi wajah ga fungsi. 
Ga bs bikin apps tp sok iye 🤣",4.13.1,2025-08-11T21:54:06-07:00
Jimmy crypto,1,TIDAK BISA DAFTAR VERIF WAJAH,"Aplikasi tol*l mau daftar verif wajah aja gabisa-bisa, gimana mau daftarnya tol*l, gabisa buat aplikasi ya gblk, uninstal kasi bintang 1 aplikasi tllol ini",4.13.1,2025-08-16T22:20:47-07:00
Dhevshe,1,Otp tidak terkirim,Ini udh nyoba brp puluh kali pun gada otp masuk bikin emosi pliss terus harus gmn pake email pun ga bisa,4.13.2,2025-09-03T02:03:46-07:00
shafahaq,5,Pelayanan,Klinik mediska pekalongan pelayananya is the best,4.11.2,2025-07-25T23:13:27-07:00
gsbajj,1,tll,gausa sok mau verif wajah lah buat apk aja gabisa. ngedetect gabisa tolol,4.13.1,2025-08-09T17:50:41-07:00
Ghaisani F,1,Tolong upgrade verifikasi wajah,Aplikasi jelek mau verifikasi wajah buat ganti faskes gak bisa2,4.13.1,2025-08-09T22:25:11-07:00
ennikkk03,3,Tidak bisa ambil antrian,"Mau ambil antrian tulisannya gagal terhubung ke server ,dicba lagi tulisan tidak bisa ambil antrian lebih dari 1x padahal nmr antrian blm keluar,hbis update malah gak jelas",4.13.1,2025-08-08T17:34:24-07:00
Tyyysonn,1,Aplikasi kont,"Aplikasi taikkk !!! Katanya memudahkan masyarakat tapi verifikasi nya susah kayak daftar polisi,, eh iya sama sama dari pemerintah ya ,, kecewa hidup sekali menjadi WNI",4.13.1,2025-08-19T06:44:52-07:00
Ddokm,1,Susah,Aplikasi ribet gak bisa daftar,4.13.1,2025-08-08T00:19:44-07:00
orangdIsini,1,error parah,aplikasi terjelek sistemnya rusak saya mau ubah faskes karna urgent malah gabisa tolol keburu mati baru bisa kode otp setahun ga dikirim kirim,4.11.2,2025-07-25T20:13:42-07:00
Alyaaaulia,1,"Kenapa waktu verivikasi itu lama bgt anj, muakkk sm aplikasiii","Kenapa waktu verivikasi wajah lama bgtt, muakkkk",4.13.2,2025-08-22T01:28:55-07:00
Randarini,1,Apps TOLOL,"Lgsg unistall aja. Apps ga guna, minta verifikasi wajah tp fitur verifikasi wajah ga fungsi. 
Ga bs bikin apps tp sok iye 🤣",4.13.1,2025-08-11T21:54:06-07:00
Brian fabianto,1,Aplikasi Lawak,Serius dikit lah buat aplikasi. Ini urusan sama masyarakat dan kalian buat ini di support pemerintah yang uangnya banyak dari rakyat juga. Login dibilang gagal sampai di suspend. Daftar autodebt muter2 kaya kentut akhirnya tetap gagal. Cek sendrilah klian yang buat asal jadi tapi gk direview,4.13.1,2025-07-31T18:55:39-07:00
Olla sitanggang,1,Kode otp ga masuk,Ini gimana sih request kode otp ngga masuk2 bener2 ngeselin orang udah mau meninggoy,4.13.2,2025-09-02T18:14:11-07:00
ouroboeos,1,BACA KELUHAN PENGGUNA!,waktu daftar discan wajah gaada tombola apa apa gaada respon apa apa nunggu udah lama ni gajelas banget,4.13.1,2025-08-06T09:59:51-07:00
anonim4367,1,Ganti vendor aja,"Sampe sekarang mau log in gagal mulu. Dibilang salah password mulu. Giliran klik fiturr lupa pswd, semuanya dipersulit. Merasa rugi tiap bulan bayar bpjs",4.11.2,2025-07-09T19:48:15-07:00
cutiepolaris,1,Update terus menerus,"Kenapa sih ini aplikasinya tiap dibuka selalu minta update?? Pas udah di update sama aja, ngga ada perubahan! Bikin kesal aja!!! Tolonglah jangan memperibet hidup. Ini aplikasi kan tujuannya untuk mempermudah orang yang sedang sakit, bukan tutor untuk mempersulit hidup!",4.13.2,2025-09-05T05:14:05-07:00
Kezbcy,1,Gj,Muka udah di kotak 5 menit ga ngapa ngapain GJ,4.11.2,2025-07-20T01:18:41-07:00
Eka Widia,1,Lambat!,mau daftar aja lambatnya minta ampuuun deh!,4.11.2,2025-07-10T01:18:45-07:00
cutyye,1,Otp tidak dikirim,Pulsa ada no aktif tpi otp ga dikirim kirim aneh bgt tujuan diciptakan aplikasi kan untuk mempermudah ini malah makin mempersulit padahl semuanya sudah aman tpi susah bgt tinggal kirim kode otp doang,4.11.2,2025-07-13T18:43:34-07:00
cepuri,1,susah verifikasi wajah,susah banget daftar verifikasi wajah tolong di update lagi bug nya,4.13.1,2025-08-05T03:26:39-07:00
SAYA RAMA,1,APK GAJELAS,"KAMERA UDH SESUAIKAN DI WAJAH, GW TUNGGU 2-3MENIT MASIH GA DAPET SENSOR NYA, GAJELAS APK",4.13.1,2025-08-10T02:20:31-07:00
Ahmadddkk,1,Sampah,Sampah bangett gk bisa verifikasi waja.. Tolong dong diperhatikan lagi aplikasi ini kenapa gk sat set gitu loh kalo mau daftar.,4.13.1,2025-08-10T22:08:29-07:00
h*****t*,2,aplikasi error,mau daftar tapi harus ada biometri ngerekam wajah tertulis wajah ditaro dikotak yg tersedia sudah ditaro tapi ga ngerekam” dan tidak aja selanjutnya apa…harusnya ada apoikasi biar memudahkan bukan malah bikin ribet yang ada…solusinya apa klo seperti ini,4.13.1,2025-08-14T21:08:20-07:00
aifjsycnanzhcksk,1,jelek,"jelek, verifikasi muka wajah udh pas dalm kotak, masih ga ke detek gimana sih DONGO",4.13.1,2025-08-08T03:47:01-07:00
