author,rating,content
amir mohamad,1,tambah gak jelas nih apk
Andi Lutux,5,sering tidak bisa daftar dengan alasan jadwal dokter tidak tersedia.
Meirza Kurniawan,1,"Hapus opsi nomer telepon untuk verifikasi di saat melakukan pendaftaran. Sudah berulang kali masukan nomer telepon, tapi gak ada kode verifikasi yang masuk. Tp opsi nomer telepon tetep harus di isi gak boleh kosong. Ganti ke verifikasi email aja. Gimana mau daftar kalau kaya gitu."
Pengguna Google,1,Baru tiga bulan yg lalu apgret masa harus apgret lagi cuma karena jarang buka apk ya
Riki Amteme,1,Saya sudah punya akun dan saat mau login ada tulisan maaf permainan anda belum dapat diproses silahkan mencoba beberapa saat lagi dan saya sudah coba berulang kali tapi tetap tidak bisa
aries dasun,1,Tidak ditemukan trs
Edi Suprapto,5,Sangat membantu
anton laksono,5,Alhamdulillah untuk pelayanan sudah baik
Sylvia Audrey,5,Wahhh bagus sekali aplikasi ini utk pendaftaran online. Jadi enggak perlu nungguin disana lama²🫶😭
Ariefah Shalihah,5,membantu disaat diperlukan
Endy,1,kode otp kenapa harus pake pulsa aneh
Manda Andikha Al Haady,1,"Tolong pengembang,ini saya sudah isi tapi kenapa kode chaptca gak muncul2????"
Risha Cholis,2,Setiap mau daftar setelah mengisi semuanya dan pas ngisi verifikasi lewat emailnya...pas mau ngecek kode dan sudah dapat kodenya pas buka aplikasi nya mesti harus kembali ke awal lagi... Daftar lagi kirim verifikasi lagi ganti lagi... Dan seterusnya... 🤦‍♀️🤦‍♀️🤦‍♀️
Kris Hadi,5,Sangat membantu
Yuniarti Zaini amuin,5,Untung ada aplikasi yg sangat membantu tanpa ke kantor dan tidak pakai nomor antrian.
Budi Kurniawan,1,"setelah diupdate ,aplikasi ga bisa dibuka"
Noval Muhammad,5,Sangat membantu
Pengguna Google,2,"Dikit dikit update aplikasi nya , jaminan kesehatan tuh mustinya free , lah ini malah naik biaya perbulan nya ,"
Madja Rouy keanens,1,"Kok kebanyakan offlainnya yaa ini apk,setiap ingin digunakan pasti eror,mana penting lagi.parah2 duit lancar apk susah"
dede moh amar,5,Sangat bermanfaat
Juni Asih,5,Mantap.. sangat membantu.. Terimakasih bpjs...
Aisyah Aisyah,5,bagus mudah pindah paskes
Intan Aprilia,5,Sangat mem bantu
Betoro Kolo,1,Ruwet!!!! Ruwet!!!! Ruwet!!!!! GENDENG...
yovita kirana,1,"Setelah update ga bisa ganti faskes lewat aplikasi lagi. Infonya harus lewat cabang terdekat atau 165. Padahal dulu bisa langsung melalui aplikasi. Sementara call 165 banyak sekali yang harus di verifikasi, memakan waktu dan pulsa"
must said,4,Cukup membantu
Pengguna Google,3,Aga ribet kalo setiap anggota keluarga harus punya akun masing-masing buat ngecek riwayat pemeriksaan dan pembayaran.
Pengguna Google,5,Sangat membantu
Muhammad Prast,5,Sangat membantu
Fitria Rahmadina,1,Knpa kok gak bisa masuk loding kk kok chaca ny yg salah
Rosadi Karmawan,2,Sulit masuknya
Pengguna Google,1,"ini ko ga bisa regis sih, masa no kartu bpjs salah terus , pdhal dah bener ngisinyaa"
Abah_4Zee Balangan,3,"Harusnya BPJS kesehatan berlakunya atau bisa langsung berobat dimanapun pasien berada, tanpa surat rujukan dokter faskes 1"
chinkarnela willu,1,Kurang bagus.karna baru2 habis di download e...di suru download lagi🤦🤦
Gamers Cybercrime,1,"Gak bisa dibuka, malah ada info error "" Aplikasi tidak dapat berjalan pada emulator dengan device tidak dilakukan root "" Apaan coba? Tiba² kaya gini biasanya bisa dibuka."
Mamit Sukendar,5,"Knp setiap buka aplikasi selalu ada tulisan emulator dan akhirnya gak bisa buka terus....aplikasi sdh yg terbaru, di tunggu arahannya"
Awan Pratama,1,"Susah ya daftarnya, buat kirim kode verifikasinya ribet, pulsa tidak cukup"
septian arif,3,Satu KK sudah punya BPJS semua. Tapi di aplikasi cuma saya aja yang ada BPJS. Gimana ini jadi lebih ribet di aplikasi ini.
Hamzah Kurniawan,5,Simple keren gak butuh antri antri
Guntur Belopa,5,Singkat jelas padat 🙏🙏🙏
Pengguna Google,1,"Saya coba download aplikasi nya ngk bisa2, Kenapa ya?? Apa ada yg salah"
Ardiyanti Suci,4,aplikasi ini sangat membantu👍 bagi yg tidak bisa menerima kode OTP biasanya itu harus ada pulsa dulu baru bisa masuk kode OTP dari SMS🙏
Lazuardi Ahmad Zulfikar,1,"Aplikasi sampah.. Verifikasi gagal mulu, verifikasi nomor juga kaga dikasih2, di benerin lah, anggaran negara milyaran, bikin aplikasi sistem kek t4i.. Buang2 duit rakyat, gua doain yang korupsi perut isi belatung itu"
Pengguna Google,1,"Setelah diperbaharui saya malah logout dari aplikasi terus udah gak bisa masuk pula, ,buat ulang sudah terdaftar,, terus krna lupa pasword eeeh malah semua email ku salah gimana siihh ini.."
Pengguna Google,5,Sangat membantu
Handrian Dani,1,Di dowload malah kgk bisa di buka buang2 kuota Apk kaya gini amat Parah!!
Axel Asa,1,"Cukup repot ini, dikarenakan saya mau ingin mendapatkan kode otp tetapi harus pakek pulsa , tolong dong diubah pakek internet biasa saja ini cukup gampang kalau gitu, ini juga harus minta tolong pada admistrasi di rumah sakit baru bisa, tolong dong katanya untuk mempermudah tapi ini malah mensulitkan bagi orang orang"
fredy Pebriansyah24,1,"Apk setelah d update kenapa fitur info peserta dan kartu pesertw gk bisa d buka,,padahal saya mau bawa anak saya rujukan ke rumah sakit,,,harus print kartu peserta nya kata petugas...gimana ini..tolong segera d perbaiki,,darurat ini anak saya pak/bu"
Pengguna Google,3,Gampang untuk pengecekan
Cak Imron,1,"Ngapain si update2, kalau gak di update gak bisa dibuka. Sudah di update malah gak bisa masuk, notifnya akun blm terdaftar. Abis gitu Maksa banget, kayak pengen bgt cari untung dari download aplikasi. aplikasi pelayanan publik jangan kebanyakan update2. Jangan nambah2i beban rakyat. Buat yang ringan aplikasinya jangan update2. Pemakek aplikasi ini tidak butuh update terus2an, butuhnya simpel2 aja dan tepat guna."
Wanto Gendut,5,Bagus dn tipi klu mau daftar masuk JKN harus sabar blm tentu 5 kli daftar langsung jdi
Yohanes Andre J,5,Mempermudah semoga ga gangguan
Sony Sulaksono,5,Aplikasinya mudah digunakan & dimengerti oleh sy sbg lansia
Dian binbadrus27,1,Gk bisa di akses.. walaupun data pulsa bahkan wifi pun ada.. Kode otp gk bisa masuk sama sekali.. Nunggu 299 detik berlalu pun gk bisa ditunggu.. Ah gk asih lah.. Pdhl kalo ada yg mau pindah faskes lewat aplikasi ini kan kalo darurat kan susah tuh.. Tolonglah segera perbaiki.. Mksih.
Prasetyo Bayu Adji,5,"bagus, sangat memudahkan masyarakat"
Miftakhul Surur,1,"verivikasi sms buruk bet,"
Reni Puspitasari,1,Verifikasi no tlpon doang aja eror mulu
Muhammad Saifudin,5,Memudahkan dalam melakukan transaksi kepesertaan bpjs
Masriono zees,4,Aplikasinya bagus utk mengecek aktifnya kartu bpjs
seni warniyati,1,Kok gk bsa di gunakan ..pdhl saya sudh bsa masuk.tp setelah di buka lg ktny harus di root apk kyk ap ni..
Sahid & Suci (Akhmad Sahid),3,Kenapa untuk masuk harus daftar autodebit dan gak ada pilihan bank bni?
Marhsel Papalapu,5,Sangat menbantu Good
Yayat Hidayatullah,5,Aplikasi membantu layanan BPJS
Mual Lifah,5,Alhamdulillah dengan adanya aplikasi JKN Mobile sangat membantu... terus tingkatkan pelayanan sampai tingkat pelayanan prima.
Pengguna Google,1,Tiap bentar minta update. Kek aplikasi game. Asu
Safar Azmi,5,Ok lumayan mudah
Dedi Sitohang,1,Bahkan aplikasi malas buat merespon masyarakat
Pengguna Google,4,Kenapa stiap mau bayar dg VA kok malah data tdk dtemukan.. Tolong dunk..
Gerai Mamsque,1,"Sudah lapor via fb, sdh chat via WA ttp aja akun jkn sy tdk bisa di akses. Kuciwa kuciwa... Kok bikin aplikasi njelimet amat sih. Mbok ya di permudah gt..."
Susi Yanti,5,Jelas dan akurat
Pengguna Google,1,"Setiap update, mesti di daftar lagi. Membosankan."
Pengguna Google,1,Malah tidak bisa login.
Warso So,2,"Saat booking, selalu gagal terhubung keserver rs,"
zucubuz ardilo,2,"Maaf aplikasinya mohon di perbaiki, setelah semua data diisi dengan benar, pas mau milih faskes tingkat pertama malah ngga muncul, jadi ngga bisa melanjutkan pendaftaran, stuck di situ aja terus ampe jenggot kena mata kaki."
Muhammad Syafii,1,"Jgn minta di update terus dong,,,masa tiap buka hrs diupdate padahal baru aja di update Habislah data"
angel wmr,1,lol server ampas ngirim sms buat verifikasi nomer aja gk muncul'
Pengguna Google,5,sangat membantu untuk pendaftaran
hajerah barti channel,4,Arahan untuk perubahan data kurang spesifik
Azam Jbi,1,"aplikasi ini kenapa ya, mau masuk disuruh masukkan NIK DAN PASWORD, setelah dimasukkan malah dibilang nik dan pasword salah, padahal nik dan pasword tidak pernah diganti. mohon penjelasannya."
Pengguna Google,1,Bosan setiap buka updete
Numa Salina,1,"Apk pemerintah ko buruk amat, mau login No bpjs atau pin salah, padahal udah bener, coba lagi klik salah pasword masukin No tlp, malah No yg terdaftar beda. Anehh. Masa iya no tlp berubah. Ganti aja nggak"
Alline Ardy,1,"ini apk gimana sih gk bisa verifikasi sama sekali. verifikasi sms gagal, email gagal, wajah juga gagal. mana gagal nya kek gak ada efort nya blas lgsung ja gagal gitu emg niatnya biar gk bisa verifikasi pa gimana? trus apa guna nya ini apk coba?"
Pengguna Google,5,mudah diaplikasikan
fuad adi,1,Saya sudah terdaftar. Tapi setelah saya instal eh malahan kayanya no hp anda sudah dipakai org lain. Trus daftar saja ulang malahan nhak bisa
Pengguna Google,2,Keseringan update😠😠
Pengguna Google,1,Baru download beberapa bulan update berkali kali 😣
agnes amelia,1,Ga bisa di download
ASNAS,1,aplikasi sampah. begitu susahnya ubah autodebit
yose rizal,1,"Baru instal untuk bayar BPJS, mau login pertama SMS OTP pake pulsa pula.. Gmn ini min ilangin lah ngga usah pake2 pulsa skrng beli langsung paket data"
Ulfi Syafa'ati,1,Aplikasi yang sangat amat tidak mendukung dan membantu masyarakat.. Malah menyulitkan dan menyusahkan sangat tidak membantu.. Sudah capek-capek ngurusin ngisi data beli pulsa tapi tetap nggak bisa digunakan.. Seharusnya aplikasi layanan masyarakat seperti ini harus ramah dan mendukung seluruh jajaran masyarakat baik itu yang menengah ke bawah atau yang menengah.. Bukan menyulitkan dan harus punya pulsa untuk verifikasi.. Sarannya untuk kedepannya difikirkan lagi aja deh kalau mau buat aplikasi
Mujiono@gmail.com jiono,5,mudah dan cepat
laba laba,5,"Gampang di gunakan,tidak ribet dalam mengganti paskes"
Ahmad Zaki Djunaidi HM,5,"Cepat, responsif dan jelas"
Nilam Ghazli Dzahabi,4,Sangat mudah dan membantu
Noris Sugeng M,1,"Aplikasinya sangat mudah serta sangat membantu, saya tercengang. Woooow"
cinta dewi,5,Mohon maaf kena apa aku ga bisa daftar lewat onlain balas trimakasih.
Ryo Eko Wibowo,5,"Pelayanan sangat baik, terimakasih bpjs cab. Mojokerto"
Nurafni Feni,5,Sangat bermanfaat
pengguna XL 5tahun,2,dibagian peremakan wajah lama banget
lin kosmarlinah,5,Dengan mobile JKN semua jadi mudah dan cepat
A S,5,Bermanfaat Buat Orang Banyak...
Sunandar kaito,1,pas mau daftar kenapa tidak bisa memilih anggota keluarga ? parah ni aplikasi 😭
Pengguna Google,5,sangat membantu klo kita mau pindah faskes tanpa harus ke bpjs
Rizky Akbar,1,"payahh, setiap kali mau ambil antrian online selalu ke logout dan harus login dulu, dan selalu gagal terhubung server rs tsb, dengan alasan jaringan koneksi buruk padahal wifi lancar jaya, nonton yt pun lancar."
Ferryanto Gunawan,1,"Aplikasi apaan nih buruk amaaat!!! , gak bergunaaa!!!"
Diwa maulana,5,Aplikasi mobile JKN sangat bagus....
Pengguna Google,5,Pelayanan baik dan nyaman
Pengguna Google,5,Terima kasih sangat membantu untuk cek tagihan
sharma khan,5,Aplikasi yg sangat bermanfaat banyak fitur2 yg memudahkan untuk pelayanan kesehatan baik dlam hal mencari info terkait faskes terdekat(RS ataupun puskesmas dn dr.keluarga) terutama saat di luar kota dan juga jumlah tempat tidur yg otomatis tertampang di aplikasi sehingga bisa mengetahui RS mna yg masih kosong untuk segera mndapatkan layanan.untuk keluhan pelayanan tdk usah jauh2 harus ke kantor bpjs by apliksi mobile JKN sudah ada fitur nya sehingga bisa leluasa menumpahkan keluh kesah peserta..
QUEEN MARIA ALFARIZI,5,Sangat bermanfaat
Oppo Alimaes,1,"aplikasi busuk, nyesal download, katanya mempermudah... teryata malah bikin sulit aja , daftar setengah mati tetap nggk bisa bahkan pulsa habis percuma buat kode verifikasi, teryata tetap nggk ada kodenya , aku sarankan jgn pernah download aplikasi ini"
Septi Alnvk,2,"Aku udh daftar tp pas mau masuk lg kok susah ya malah nik ku katanya salah pdhl udh bnr, nomor otp jg ga masuk2"
Thobagus Salam,4,"Saya dftr pke aplikasi ini cepat bgt, tinggal pilihan pembayaran autodebet bank nya yg bermasalah, karena cm bank BCA aja yang bisa, padahal rekening saya BRI, sepertinya ada bug setelah pembaruan, mohon admin de cek masalah ini, terima kasih"
Muhammad Iqbal Lubis,5,Flexible dan mudah penggunaanya
Enda Setiawan,5,"Sudah keren, maap sebelumnya sering protes 😅😅😅🙏🙏"
Pengguna Google,1,"Katanya menurunkan kelas bpjs lewat mobile jkn gampang ,,gampang apanya sdh berkali kali di coba login teruuuus....sdh berapa orang yg sy mintai tolong semua pada g bisa..."
Lusi Yuliana,5,Pelayanan cepat
Reza Novriadi,1,Gmna si ini kok sya masukin nomer hp udh bnr g ada kode masuk.aneh! Udh nyoba pke no laen sama aja
NOVILIA HARYANTI,5,Sangat Membantu
Ahmad Ardian,1,"Mau login gagal terus, dan HP harus di root, maksud apa itu,"
Iskandar Ali,5,Mudah dan bermanfaat...
I.B. Parwatha,1,Nunggu kode verifikasi...ga muncul2
Jefri tub Marpendi,5,Bagus dan sangat bermamfaat
Asty Madiana,5,Membantu sekali
Zaky Al Fathony,1,"Mau daftar aja susah, gimana mau make coba. Maaf sebelumnya, sedikit masukan untuk tim developer jangan makan gaji buta dong, masak sudah banyak kritik dari user masih aja gaada perbaikan. Aplikasi harusnya dibuat untuk memudahkan dan kenyamanan user, feedback dari user setidaknya dipikirkan, jangan hanya yg penting udah launching dah beres."
Novita _si,2,Pendaftaran selalu gagal
Lukman,5,Mantappp sangat membantu mudah2an kedepannya lebih baik lagi
Bapak'e Tuan,1,Daftar ga gagal karena verivikasi lewat SMS ga dikirim Mulu Mana ga ada pilihan verifikasi lewat telpon atau WhatsApp lagi Apa jangan2 dana buat SMS customer di tilep juga?
Chelsea Battousai,5,Keren lah pakai aplikasi jauh lebih gampang
Kuantan Travel Pekanbaru,5,"Info nya admin...dulu bpjs saya sebagai karyawan swasta,namun sekarang saya sudah tak kerja lagi.cara ubah data untuk bpjs pribadi bagaimana admin."
Pengguna Google,5,aplikasi yg bagus dan sangat memudahkan peserta.. yuuk download
fidiaji 29,5,Smua jd lebih mudah tanpa harus wira wiri
Resman Saragih,1,"Kenapa gak bisa masuk lagi,katanya sudah melebihi batas.apa maksudnya?"
Pengguna Google,1,"Tolong mobile JKN, riwayat berobat yang versi lama jangan dihilangkan. Itu sangat membantu. Dikarenakan ada jenis obat yang cocok di penyakit saya. Versi baru kurang lengkap."
Pengguna Google,5,"cara ubah faskes gigi via aplikasi ini gimana, kok ga ada menunya?"
Pengguna Google,5,Makasih Apk MOBILE JKN saya bisa jadi CHEATER FF ada caranya kalau mau tahu LIKE & SUBSCRIBE channel gua ya : Kemaz PZ
Krisna Mahendra,1,"Program pemerintah, masa kirim kode otp kita harus punya pulsa!!!!"
Pengguna Google,5,Sangat berguna
Irfan Jaelani,5,"Terimakasih adanya mobile jkn kalo ada apa"" gampang tidak usah memerlukan waktu untuk ke kantor . Sukses selalu"
Ivonne Christina,4,Perlu di tingkatkan lagi utk jaringannya..
Rista Anggreani,5,"terimakasih JKN mobile,aplikasinya sangat membantu sekali"
ABCDE FGHIJ,5,Mantaap ..aplikasi sangat membatu sekali👍👍👍 bahkan untuk perubahan faskes tingkat 1 pun sangat mudah di lakukan lewat aplikasi ini...
Rendi SH,1,Bapuk najis kode otp nya ga ke kirim²
M Noer,1,"Aplikasi sampah... mau masuk ke aplikasi saja dipersulit, PASSWORD selalu salah jaringan nggk stabil,ini itu...tolong min perbaiki pelayanan...masa pa harus ke kantor mau ganti faskes....ingat min masih pandemi...nanti disana antrian berjubel, dilarang....serba sulit jadi peserta....🤕"
Andrix Dermawan,1,Aplikasi gak bener
Triyatno Bin Marto Diharjo,5,"Alhamdulillah,apk bagus"
adryan s,1,"Konyol, stelah update g bisa di pake, emulator apaan ******"
Taufik Cholik,5,Kolom isian nama desa ada yg salah di kecamatan srono kab Banyuwangi seharusnya Desa Bagorejo bukan Bangorejo
Serly Tri Anggraini,1,"Kecewa dgn cara BPJS,tiba2 lngsng tarik saldo org.."
Sofia Ulfa,4,Kalo ganti no hp lama caranya gmn min?
Jay Din,1,Masalah pada OTP please....saya menggunakan versi terbaru 3.4.0
Anandhita Aulia,1,"Setiap mau daftar selalu keluar aplikasi, adakah solusi?"
Hendery Husaini,5,"Terimakasih, dgn Mobile jkn, saya lebih muda tdk perlu bawa kartu lagi, ckup dgn hp saja"
Arofah Dyah Hidiyati,4,Aplikasi semakin bagus dan lengkap
Pengguna Google,5,Sangat membantu
Jemmy Herlando,1,"Apk tidak berguna. Ribet , udh di penuhi persyaratan login atau daftar ,selalu gagal. Tdk berguna"
Cahyo Evi,1,Rugi download ini
Bunga Z.,1,Hiii kaak Smga di jwab ini knpa ya smkin di update mlah ga bisa di gunain malah kayak bug gitu trs ga bisa dibuka juga daftar pun begitu juga susah bagimna mana ni minn?knpa kok begitu si solosi nya smga liht dn d blass
Andy Saputra,1,Update bukannya makin baik malah eror ngak jelas terus. Kocak kocak. Development nya tolong lah masak kayak gini
Tryaz Melyn,5,"padahal mudah lhoo,. lupa password tinggal hubungi cika"
Joko Indriatno,5,Perubahan Faskes sangat mudah dengan aplikasi
Gede Setya,4,Fast reapon unduk admin pandawa. Rubah data sangat mudah ✅
Luther Parlindungan,1,mobile jkn menyusahkan masyarakat bukannya memberi registrasi secara instan malah menjadi ribet verifikasi otp lama bener juga verifikasi foto yang menyusahkan... dimohon lah lebih koperatif dalam melayani sebuah aplikasi karna taruhan nya nyawa orang
Sukma Wahyudin,3,Aplikasinya sdh bagus namun masih banyak yg hrs diperbaiki seperti foto peserta kalau bisa foto real bukan gambar dsbnya
Aji Prasetia,5,Sangat membantu
Aditiya Wisnu,5,Membantu sekali
Fatimatus Zahro,1,"ini apanya yg pembaruan aplikasi? di klik apa aja ga bisa. bahkan sekedar cek data peserta aja ga bisa. selalu muncul ""transaksi belum dapat diproses..."" trus gunanya aplikasi ini apa ya? bukan pembaruan sih. memperburuk kinerja aplikasi yg sebelumnya baik2 saja. ggn"
Syifa Fauziah,5,Sangat membantu dan memudahkan dalam berobat ke faskes
Reza Ihza,1,"Mau ganti faskes ga bisa , lewat Pandawa ga bisa , harus nelpon ,nelpon diarahkan ke Pandawa pie sih"
Masoleh,5,Sangat membantu dan mempermudah dalam hal pelayanan
Samuel Sinaga,5,"apa coba mau registrasi error terus sms gamasuk terus, padahal pulsa ada"
Wahyu Helmi,1,"Update aja terus,gak jelas malah susah di akses,"
Rayyan Atmadja,4,Apakah 1 aplikasi ini bisa untuk 2 KK?
Lukman Hakim,1,Otp selalu gagal
Fx Nugroho,5,Cepat dan tidak perlu antri di Kantor BJJS
Della Yulita,5,Sangat mudah dipakai aplikasinya👍👍👍
Shahnaz Banadji,5,Gak bisa abdetnya
Heri Herdiana,3,kalau buat Pembeliat obat alpra bisa pakai BPJS gak ?
yudi putra,1,Saya update tidak bisa di buka alasan di root saya delete n install ulang sama juga begitu apa sistem sedang bermasalah? 12/08/21
